question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Acelerador de Partículas,Fácil,1.6902663509999911,2379,0.005418,AC,0.0655042449998291,39,0,0,0,0,39
Álbum de fotos,Médio,2.6202599719999853,2741,0.009042,AC,0.07821809800043411,57,0,0,0,0,57
Amigos,Médio,3.107904444000269,5946,0.015082,AC,0.10890607300007105,52,0,0,0,0,52
Brigadeiros,Difícil,5.868206723000185,6241,0.021721999999999998,TLE,15.0,48,0,0,19,0,67
Jogo dos Pinos,Fácil,2.99829027999931,5002,0.013764,AC,0.031087694000234478,16,0,0,0,0,16
Tesouro,Médio,2.2082203039999513,5430,0.0142,AC,0.2005412630005594,54,0,0,0,0,54
