question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Dona Lesma,Fácil,19.34439885700704,2900,0.0,AC,0.0402181230019778,20,0,0,0,0,20
Frequencia na aula,Fácil,16.92866599399713,2353,0.0,AC,0.759603259008145,100,0,0,0,0,100
Salada de Frutas,Fácil,18.405612021975685,3208,0.0,AC,0.0507764740032143,28,0,0,0,0,28
Ciclovias,Médio,697.1120769180125,67087,0.0,NO CODE,0.0,0,0,0,0,0,40
Pulo do Gato,Médio,58.68570506799733,7413,0.0,WA,0.3320461169932969,4,43,0,0,0,47
Semente,Médio,52.83721075000358,6850,0.0,AC,0.085334370000055,40,0,0,0,0,40
Vice-campeão,Fácil,8.070831541990628,1617,0.0,AC,0.0459057450061664,30,0,0,0,0,30
Tanque de combustível,Fácil,235.0417283859861,26758,0.0,AC,0.0422160490124952,20,0,0,0,0,20
Candidatas,Difícil,516.6436996240227,57842,0.0,AC,10.51589759698254,20,0,0,0,0,20
Toca do Saci,Fácil,109.08770203700988,12802,0.0,AC,0.9994850439834408,51,0,0,0,0,51
Dígitos,Difícil,258.7020511390001,27383,0.0,AC,0.0594884309975896,33,0,0,0,0,33
Caminhos do reino,Difícil,452.6124454920064,54884,0.0,AC,1.2801269900228365,40,0,0,0,0,40
Cartas,Fácil,15.757690126018131,2458,0.0,AC,0.0618040380068123,30,0,0,0,0,30
Flíper,Fácil,40.19402384699788,4524,0.0,AC,0.0357334029977209,15,0,0,0,0,15
Drone de Entrega,Médio,493.77687384802266,48809,0.0,AC,0.0621344139799475,51,0,0,0,0,51
Aeroporto,Fácil,19.23499673997867,3204,0.0,WA,0.0722078580001834,0,10,0,0,0,10
Leilão,Fácil,41.06943927201792,5062,0.0,AC,0.0672471490106545,24,0,0,0,0,24
Busca na Internet,Fácil,9.017999078991124,1858,0.0,AC,0.0541322969947941,30,0,0,0,0,30
Mapa,Difícil,23.78873533700244,3803,0.0,AC,0.4436782400007359,38,0,0,0,0,38
Medalhas,Fácil,6.937772082979791,1928,0.0,AC,0.0615697469911538,69,0,0,0,0,69
Construtora,Médio,201.43753029601064,21072,0.0,AC,0.0600719120120629,38,0,0,0,0,38
Jogo,Fácil,13.642081497993786,2468,0.0,AC,0.0468228519894182,18,0,0,0,0,18
Maximin,Médio,102.93867285101442,14964,0.0,AC,0.0486698669847101,24,0,0,0,0,24
Carro elétrico,Médio,72.42463236200274,8722,0.0,AC,0.0823114230006467,19,0,0,0,0,19
Dario e Xerxes,Fácil,28.230263521982124,3795,0.0,AC,0.0425115810066927,22,0,0,0,0,22
Retas,Difícil,207.0230830229993,22640,0.0,AC,1.4037834820046555,43,0,0,0,0,43
Viagem,Difícil,192.5066898430232,24810,0.0,AC,0.0661717719922307,28,0,0,0,0,28
Soma,Difícil,27.15698299198993,3818,0.0,WA,0.3123801120091229,0,50,0,0,0,50
Estoque,Fácil,15.456189277989324,2805,0.0,AC,0.0593133250076789,23,0,0,0,0,23
Recibo de Compra,Médio,43.57410061199335,5624,0.0,AC,0.0550608939956873,47,0,0,0,0,47
Chaves,Fácil,93.51285079799707,10549,0.0,AC,0.1545569919981062,78,0,0,0,0,78
Caverna de Ordinskaya,Médio,58.596675499982666,7587,0.0,AC,0.1439401470124721,90,0,0,0,0,90
Barcos da Nlogônia,Difícil,64.06262741200044,7941,0.0,AC,3.206053530011559,52,0,0,0,0,52
Frete,Médio,15.674141448020237,2981,0.0,AC,0.0616567620018031,35,0,0,0,0,35
Teste de redação,Fácil,94.00014104499132,9801,0.0,WA,0.0191757639986462,0,5,0,0,0,5
Tacos de bilhar,Médio,12.769268569012638,2442,0.0,AC,0.1168477750034071,15,0,0,0,0,15
Bolas,Fácil,137.4770887719933,14274,0.0,AC,0.0477122020092792,19,0,0,0,0,19
Prêmio,Fácil,12.111107140983222,2131,0.0,AC,0.0525300970184616,40,0,0,0,0,40
Falha de segurança,Difícil,110.88524467500974,11383,0.0,AC,0.1686685500026215,30,0,0,0,0,30
Bombom,Fácil,20.816680364019703,3202,0.0,AC,0.0637300450180191,50,0,0,0,0,50
Câmara de Compensação,Difícil,41.87975133297732,5722,0.0,AC,0.9253612679895014,28,0,0,0,0,28
Tira-teima,Fácil,4.334464835992549,1577,0.0,AC,0.0986598909948952,46,0,0,0,0,46
Taxa,Difícil,454.10554520299775,50045,0.0,AC,1.3846655160014052,36,0,0,0,0,36
Atlanta,Fácil,102.0118405899848,12365,0.0,AC,0.2751989479875192,40,0,0,0,0,40
Fuga com helicóptero,Fácil,28.73772003300837,4504,0.0,AC,0.068252291996032,74,0,0,0,0,74
Pirâmide,Médio,85.43067719100509,12508,0.0,AC,0.0684001089830417,86,0,0,0,0,86
Dominó Nlogônico,Médio,545.0820743119984,67429,0.0,NO CODE,0.0,0,0,0,0,0,73
Atletismo copy,Fácil,10.368932197015964,2372,0.0,AC,0.2156361890083644,41,0,0,0,0,41
Wifi,Difícil,584.3885943079949,67017,0.0,NO CODE,0.0,0,0,0,0,0,22
Ilhas,Médio,22.06611752801109,3964,0.0,AC,0.2502626529894769,24,0,0,0,0,24
Grand Prix da Nlogônia,Difícil,310.4971337740135,33301,0.0,AC,9.730912536004324,49,0,0,0,0,49
Retângulo,Médio,92.76401253402582,10663,0.0,AC,0.0971376440138556,35,0,0,0,0,35
Passa Bolinha,Difícil,50.68270228497568,7441,0.0,AC,0.0708641129895113,40,0,0,0,0,40
Frequência,Difícil,319.76773111498915,37797,0.0,AC,3.9189568709989535,45,0,0,0,0,45
Lençol,Fácil,187.330062419991,23758,0.0,AC,0.0758208959887269,50,0,0,0,0,50
Subcadeias,Médio,23.637738923018333,3827,0.0,AC,0.0607722099812235,40,0,0,0,0,40
Quadrado,Difícil,533.0081055999908,66627,0.0,NO CODE,0.0,0,0,0,0,0,15
Calculando,Fácil,32.206841074017575,4508,0.0,AC,0.1290477930160705,10,0,0,0,0,10
Ogro_2021,Fácil,15.517341558006592,2908,0.0,AC,0.0344124359835404,20,0,0,0,0,20
Sequência,Médio,205.63768324098783,27354,0.0,AC,0.8007922759861685,59,0,0,0,0,59
Xadrez,Fácil,7.1531818700023,1818,0.0,AC,0.0441652259905822,26,0,0,0,0,26
Oficina Mecânica,Difícil,192.0490717079956,21789,0.0,AC,0.6539398969907779,91,0,0,0,0,91
Cinco,Médio,104.07545755698813,13563,0.0,AC,0.0693458600144367,64,0,0,0,0,64
Trem da mina,Difícil,603.8580897409993,67353,0.0,NO CODE,0.0,0,0,0,0,0,25
Dominó,Fácil,8.808699137007352,1906,0.0,AC,0.058531392016448,42,0,0,0,0,42
Troféu,Fácil,29.8121904360014,4165,0.0,AC,0.0415548970049712,25,0,0,0,0,25
Decifra,Fácil,33.74741922100657,4745,0.0,AC,0.0469867000065278,20,0,0,0,0,20
Calçada Imperial,Médio,90.23828713799594,9859,0.0,AC,0.069674489001045,20,0,0,0,0,20
Tesouro,Médio,58.815866912016645,7265,0.0,AC,0.385217939998256,54,0,0,0,0,54
Relógios,Difícil,428.2534975390008,46543,0.0,AC,0.0991876810148824,48,0,0,0,0,48
Cabo de guerra,Fácil,30.166059521987336,4399,0.0,AC,0.092357786023058,76,0,0,0,0,76
Toupeira,Médio,26.845215540000936,4485,0.0,AC,0.5756137820135336,26,0,0,0,0,26
Tradutor alienígena,Médio,74.38318493400584,9795,0.0,AC,0.8438484520011116,23,0,0,0,0,23
Copa,Fácil,23.66502233501524,3434,0.0,AC,0.0733809689991176,58,0,0,0,0,58
Corredor,Médio,17.016164044995094,2936,0.0,AC,0.1577561869926285,30,0,0,0,0,30
Quadrado_2014,Médio,59.20174204200157,7528,0.0,AC,0.0536838520201854,30,0,0,0,0,30
Código de Compressão,Médio,16.798959451989504,3034,0.0,AC,0.0630667250079568,32,0,0,0,0,32
Linhas de Ônibus,Médio,102.70723944099154,14020,0.0,AC,0.4158615279884543,65,0,0,0,0,65
