question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
VAR,Fácil,1.2892667749983957,1045,0.0022619999999999,AC,0.0519871079995937,41,0,0,0,0,41
Computador,Difícil,7.440017280001484,1722,0.006368,WA,2.450491364001209,0,42,0,0,0,42
Pulo do Gato,Médio,2.432664501000545,1344,0.003372,RE,0.1478955639977357,0,0,47,0,0,47
Semente,Fácil,2.2485766720019456,1058,0.0028599999999999,AC,0.0699909680006385,40,0,0,0,0,40
Álbum de fotos,Médio,4.55920945500111,1217,0.003898,AC,0.0549303070001769,57,0,0,0,0,57
Toca do Saci,Médio,4.016327065997757,1569,0.0045579999999999,TLE,15.0,2,1,0,48,0,51
Caminhos do reino,Difícil,99.6638659220007,11855,0.065594,RE,0.1317289920007169,0,0,40,0,0,40
Cartas,Fácil,1.3594328600011067,772,0.0017159999999999,AC,0.0487779260001843,30,0,0,0,0,30
Flíper,Fácil,1.1613153660000537,845,0.001866,AC,0.0285308700003952,15,0,0,0,0,15
Avião,Médio,2.974322376998316,1419,0.003394,AC,0.0448539609969884,32,0,0,0,0,32
Medalhas,Fácil,1.3652055599995947,900,0.002108,AC,0.0660420669992163,69,0,0,0,0,69
Elevador_2018,Fácil,2.3946292369982984,1444,0.0036119999999999,WA,0.0602525610011071,13,11,0,0,0,24
Cubra os Furos,Médio,4.1526357300026575,1771,0.004842,WA,0.1383092049982224,0,10,0,0,0,10
Carro elétrico,Difícil,6.227090694999788,1819,0.006314,WA,0.5720863839997037,1,18,0,0,0,19
Dario e Xerxes,Fácil,2.765185524000117,1100,0.003296,AC,0.0346676329972979,22,0,0,0,0,22
O Tabuleiro Esburacado,Fácil,2.7829096320019744,1360,0.003508,AC,0.0371868549991631,20,0,0,0,0,20
Retas,Médio,4.921281734998047,2272,0.006484,WA,15.0,3,16,0,24,0,43
Viagem,Difícil,6.7240197520004585,1860,0.005292,AC,0.1274230570015788,28,0,0,0,0,28
Soma,Médio,2.197293625002203,1046,0.002848,AC,1.0934803409982123,46,0,0,0,0,46
Estoque,Fácil,1.986995727002068,1402,0.0034879999999999,AC,0.0677840770003967,23,0,0,0,0,23
Frete,Médio,2.806837937998353,1335,0.0035859999999999,AC,0.044634412999585,35,0,0,0,0,35
Caçadores de Mitos,Fácil,1.609240908001084,1278,0.002972,AC,0.9314964969998982,20,0,0,0,0,20
Linhas Cruzadas,Médio,3.17946618300266,1510,0.0040199999999999,AC,0.4221579280019796,40,0,0,0,0,40
Bolas,Fácil,1.7725437549997878,1013,0.002354,AC,0.0363078610025695,19,0,0,0,0,19
Xadrez Aleatório,Médio,2.061503057000664,897,0.002198,AC,0.0860284019981918,57,0,0,0,0,57
Bombom,Fácil,2.821969200998865,1121,0.003006,AC,0.0707190989996888,50,0,0,0,0,50
Câmara de Compensação,Difícil,4.421484256999975,2156,0.006028,WA,1.3734262670004682,0,26,2,0,0,28
Taxa,Difícil,15.865764911999577,3090,0.013644,RE,0.1283079480017477,0,0,36,0,0,36
Atlanta,Fácil,4.131717124997522,1161,0.003642,WA,0.0558500490005826,12,28,0,0,0,40
Fuga com helicóptero,Fácil,1.804865663001692,1001,0.00251,AC,0.0654093260018271,74,0,0,0,0,74
Pirâmide,Fácil,1.535082047998003,1029,0.0023699999999999,WA,0.0502321510030014,1,38,0,0,0,39
Wifi,Difícil,154.30168283600142,17434,0.09872,RE,0.1182767770005739,0,0,22,0,0,22
Fitas Verde-amarelas,Difícil,8.671238975999586,2784,0.009156,WA,15.0,20,34,0,6,0,60
Retângulo,Difícil,22.371736132001388,3261,0.015926,RE,0.1211885709999478,0,0,35,0,0,35
Copa do Mundo,Médio,2.9791240049999037,1777,0.004458,RE,0.1566414769986295,0,0,50,0,0,50
Passa Bolinha,Difícil,3.322524389001046,1368,0.0038719999999999,WA,0.0592864619975443,2,38,0,0,0,40
Transmissão de Energia,Médio,4.247031777998927,1677,0.004866,AC,0.1280580880011257,10,0,0,0,0,10
Quadrado,Médio,2.876493465002568,1063,0.003114,WA,0.048392500000773,0,30,0,0,0,30
Chocolate,Fácil,1.415478881001036,1226,0.002656,WA,0.0686317940017033,0,99,0,0,0,99
Xadrez,Fácil,2.033749761998479,1034,0.002224,AC,0.0393672629979846,26,0,0,0,0,26
Pizza,Médio,2.19206700200084,1299,0.0032699999999999,WA,0.1744764009999926,20,28,0,0,0,48
Construção de Rodovia,Difícil,10.295240514002217,2183,0.009014,WA,1.1473311289992123,0,13,0,0,0,13
Dividindo o império,Médio,2.199956820997613,1161,0.003006,AC,0.2145806219996302,18,0,0,0,0,18
Cinco,Médio,4.079024935999769,1544,0.004268,WA,0.7852163699972152,12,52,0,0,0,64
Quebra-cabeça,Médio,2.546099265000521,1286,0.003292,AC,0.4853038849978475,24,0,0,0,0,24
Dominó,Médio,5.290544702998886,2187,0.006418,TLE,15.0,4,0,0,6,0,10
Calçada Imperial,Médio,7.319164022999757,1311,0.004374,WA,0.5185197270002391,12,8,0,0,0,20
Nota cortada,Fácil,1.6788169560022652,1214,0.002812,AC,0.0689642010001989,65,0,0,0,0,65
Gráfico de Barras,Fácil,2.142846308001026,1320,0.002952,AC,0.0360910310009785,22,0,0,0,0,22
Tesouro,Médio,3.693112167999061,1904,0.005176,AC,0.6308345220022602,54,0,0,0,0,54
Relógios,Difícil,4.645164589997876,1857,0.005506,TLE,15.0,30,0,3,15,0,48
Cabo de guerra,Fácil,2.080734233997646,1216,0.0028039999999999,AC,0.0897561780002433,76,0,0,0,0,76
Toupeira,Médio,2.6321362019989465,1555,0.004006,AC,0.8010057949977636,26,0,0,0,0,26
Copa,Fácil,2.700117088999832,1073,0.0029259999999999,WA,0.0965146680027828,17,41,0,0,0,58
Corredor,Médio,3.761135844997625,958,0.00228,AC,0.15220537300047,30,0,0,0,0,30
Linhas de Ônibus,Médio,4.427574524001102,1575,0.004698,TLE,15.0,59,0,0,6,0,65
