question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Capitais,Difícil,3.744221859999925,1088,0.0065325,AC,0.30784296199999517,38,0,0,0,0,38
Quadrado Mágico_2022,Médio,2.6469263479998517,880,0.0042125,AC,0.03612057299960725,20,0,0,0,0,20
Piloto Automático,Fácil,1.5850452780000523,766,0.0027025,AC,0.03292917300041154,17,0,0,0,0,17
Falta uma,Fácil,3.277256331999979,884,0.0047225,WA,0.269535791999715,14,14,0,0,0,28
Palavras Cruzadas_2020,Médio,2.108191086000261,1173,0.0040325,AC,0.03477209899983791,20,0,0,0,0,20
Piso da escola,Fácil,4.244870009999886,1142,0.00373,AC,0.06389881899985994,30,0,0,0,0,30
Ônibus,Médio,6.663062027999786,1032,0.0052675,AC,0.06938507600034427,19,0,0,0,0,19
Chocolate em barra,Fácil,4.3819898009996905,958,0.0039700000000000004,AC,0.0929727049997382,28,0,0,0,0,28
Campo Minado,Fácil,2.1929433790000985,817,0.0029175,AC,0.06097380199980762,48,0,0,0,0,48
Fila_2025,Médio,2.2761413240000365,1402,0.004805,AC,0.14894526199987013,26,0,0,0,0,26
Jogo dos Pinos,Fácil,3.1708878279996497,1195,0.005300000000000001,AC,0.035451076999834186,16,0,0,0,0,16
Diagonal,Médio,3.3561970949999704,1197,0.00523,WA,0.5421189069998036,23,23,0,0,0,46
Sr. Toupeira,Médio,3.1770344399997157,1389,0.005510000000000001,AC,0.6573929800001679,26,0,0,0,0,26
Sr. Sapo,Difícil,6.103193973000089,1392,0.007680000000000001,AC,0.12908206399970368,29,0,0,0,0,29
Duende Perdido,Médio,3.7970825319998767,1508,0.007732500000000001,AC,0.0512481740001931,20,0,0,0,0,20
Bingo!,Médio,3.177290297000127,1101,0.0051275,AC,1.1603469379997478,35,0,0,0,0,35
Ponto do meio,Fácil,3.0765858360000493,854,0.0024225,AC,0.05833626799994818,31,0,0,0,0,31
Game-10,Fácil,1.1851902680000421,839,0.002435,AC,0.06959301300003062,46,0,0,0,0,46
TV da Vovó,Médio,3.8443024149996745,1919,0.008660000000000001,WA,0.2517495809997854,0,10,0,0,0,10
Dança Indígena,Difícil,3.148821245000363,1504,0.0063225,WA,0.04395711400002256,9,21,0,0,0,30
Chuva_2016,Médio,2.941459422999742,1023,0.004982500000000001,AC,0.34086382400028015,40,0,0,0,0,40
Dança de Formatura,Médio,4.569132642000113,1756,0.006915000000000001,AC,1.472021806000157,55,0,0,0,0,55
Cubo Preto,Fácil,1.595047816999795,772,0.0029050000000000005,AC,0.02512225500004206,11,0,0,0,0,11
Competição de chocolate,Médio,3.3342533430000003,1055,0.0032000000000000006,WA,0.07364095499997347,72,17,0,0,0,89
Reduzindo detalhes em um mapa,Fácil,6.011514627999986,1302,0.007155,AC,0.6863731819998975,52,0,0,0,0,52
Dominó_2019,Fácil,1.3602731450000647,730,0.002175,AC,0.05394749400011278,42,0,0,0,0,42
Caminho das Pontes,Difícil,4.703277908000018,1639,0.0069975,RE,0.1603937439999754,4,0,26,0,0,30
Macacos me mordam!,Difícil,21.462196913999833,2613,0.028120000000000003,RE,0.9359473929998785,0,0,38,0,0,38
Rodovia_2022,Difícil,11.262853287000326,1791,0.014140000000000002,WA,15.0,0,11,0,2,0,13
VAR,Fácil,5.132878602999881,962,0.0029300000000000003,AC,0.060472352000033425,41,0,0,0,0,41
Computador,Difícil,7.238999544999842,1290,0.008450000000000001,AC,1.43419601100004,42,0,0,0,0,42
Pulo do Gato,Médio,4.028721566000058,1245,0.005325,WA,0.18680052099989553,4,43,0,0,0,47
Semente,Fácil,1.8430066410001018,845,0.003275,AC,0.046085580000180926,40,0,0,0,0,40
Álbum de fotos,Médio,3.948165132000213,955,0.0051,AC,0.08373365300030855,57,0,0,0,0,57
Toca do Saci,Médio,4.718829466999978,1497,0.0086175,TLE,15.0,32,0,0,19,0,51
Caminhos do reino,Difícil,10.554015304000131,2167,0.01658,WA,1.6724843309998505,1,39,0,0,0,40
Cartas,Fácil,1.4731923330000427,662,0.002255,AC,0.0624931249999463,30,0,0,0,0,30
Flíper,Fácil,6.154295621000074,743,0.002445,WA,0.03104269599998588,0,15,0,0,0,15
Avião,Médio,3.0558342740000626,1281,0.0043775,AC,0.05291556199972547,32,0,0,0,0,32
Medalhas,Fácil,4.3876898880002955,767,0.0026925000000000004,AC,0.07040004600003158,69,0,0,0,0,69
Elevador_2018,Fácil,4.484628969999903,1336,0.00524,AC,0.061174859999937325,24,0,0,0,0,24
Cubra os Furos,Médio,5.20653365599992,1688,0.0073950000000000005,WA,0.20238160700000662,0,10,0,0,0,10
Carro elétrico,Difícil,5.841715984000075,1488,0.0092575,WA,0.03848452099964561,7,12,0,0,0,19
