question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Passa Bolinha,Difícil,3.394171521998942,1313,0.00391,AC,0.07282980200398015,40,0,0,0,0,40
Transmissão de Energia,Médio,3.374647853001079,1419,0.004298,AC,0.17317012900457485,10,0,0,0,0,10
Quadrado,Médio,3.3280567199981306,1148,0.00376,WA,0.04978400600521127,0,30,0,0,0,30
Chocolate,Fácil,1.3301737750007305,1008,0.002284,WA,0.08019716399576282,2,97,0,0,0,99
Xadrez,Fácil,1.0918756940009189,766,0.001688,AC,0.044234781998966355,26,0,0,0,0,26
Pizza,Médio,2.948916528999689,1328,0.0036439999999999997,WA,0.2269501789996866,23,25,0,0,0,48
Construção de Rodovia,Difícil,9.674221880006371,2023,0.008386,WA,1.523245621996466,7,6,0,0,0,13
Dividindo o império,Médio,2.262698578000709,1033,0.002726,AC,0.22667508399899816,18,0,0,0,0,18
Cinco,Médio,25.380343900003936,3717,0.01815,RE,0.19707606800511712,0,0,64,0,0,64
Quebra-cabeça,Médio,2.6813820879979176,981,0.0026579999999999998,AC,0.5026062410033774,24,0,0,0,0,24
Dominó,Médio,4.25940195700241,1306,0.004484,AC,0.04572903900407255,10,0,0,0,0,10
Calçada Imperial,Médio,6.209364962000109,1574,0.006092,WA,15.0,9,4,3,4,0,20
Nota cortada,Fácil,1.9691876500000944,1022,0.00246,AC,0.12926027399953455,65,0,0,0,0,65
Gráfico de Barras,Fácil,1.3036644870007876,1293,0.002898,AC,0.04401569000037853,22,0,0,0,0,22
Tesouro,Médio,3.361564227998315,1720,0.0048319999999999995,AC,0.8752766300021904,54,0,0,0,0,54
Relógios,Difícil,4.140003448999778,1644,0.005068,RE,15.0,30,0,6,12,0,48
Cabo de guerra,Fácil,1.572833033002098,1074,0.0025199999999999997,AC,0.1019305660011014,76,0,0,0,0,76
Toupeira,Médio,2.302409664996958,1499,0.0038580000000000003,AC,1.110108612003387,26,0,0,0,0,26
Copa,Fácil,1.888027761997364,1073,0.0029259999999999998,WA,0.09277915699931327,17,41,0,0,0,58
Corredor,Médio,1.5172104099983699,888,0.002156,AC,0.189390742998512,30,0,0,0,0,30
Linhas de Ônibus,Médio,3.6436707440007012,1526,0.004592,TLE,15.0,58,0,0,7,0,65
Câmeras,Médio,5.012254164998012,1562,0.005152,AC,0.07568010800605407,60,0,0,0,0,60
